gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,MultipleLines_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,avg_monthly_spend,tenure_group_7-12mo,tenure_group_13-24mo,tenure_group_25-48mo,tenure_group_49-72mo,actual_churn,predicted_proba,segment
0,0,0,1,19,1,0,48.8,953.65,False,False,False,False,False,False,True,False,False,False,False,True,False,False,50.19210526315789,False,True,False,False,0,0.2306681,3
1,0,1,1,72,1,1,84.5,6130.85,True,False,False,True,True,False,False,True,False,False,False,False,False,True,85.15069444444445,False,False,False,True,0,0.11476375,2
0,0,1,1,8,1,0,19.5,159.35,False,True,False,True,False,False,False,False,False,False,False,False,False,False,19.91875,True,False,False,False,0,0.119924344,3
1,0,0,1,15,1,1,91.0,1430.05,True,False,False,False,False,True,False,True,False,True,False,False,True,False,95.33666666666666,False,True,False,False,0,0.6450982,1
0,0,1,0,67,1,1,105.7,6816.95,True,False,True,False,False,False,False,True,False,True,True,False,True,True,101.7455223880597,False,False,False,True,0,0.3898911,2
0,0,1,0,26,0,0,35.4,978.6,False,False,True,False,True,False,False,False,True,False,True,False,False,False,37.63846153846154,False,False,True,False,0,0.2227561,3
1,1,0,0,2,1,1,74.85,156.4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,78.2,False,False,False,False,1,0.73197305,1
0,0,1,0,21,0,0,28.5,629.35,False,False,False,False,False,True,False,False,True,False,False,False,False,False,29.969047619047622,False,True,False,False,0,0.58739704,3
0,0,1,0,49,1,1,20.05,923.1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,18.838775510204083,False,False,False,True,0,0.111504115,0
1,0,1,1,21,1,0,19.8,350.1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,16.67142857142857,False,True,False,False,0,0.118173644,3
0,0,1,0,51,1,0,69.15,3649.6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,71.56078431372549,False,False,False,True,0,0.3185759,2
1,1,1,0,16,1,1,54.55,825.1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,51.56875,False,True,False,False,0,0.23183535,3
0,0,0,0,22,1,0,89.25,1907.85,True,False,False,False,False,True,False,False,False,False,False,False,True,True,86.72045454545454,False,True,False,False,1,0.71858656,1
1,0,1,0,13,1,1,102.25,1359.0,True,False,False,False,True,False,False,True,False,False,True,False,True,True,104.53846153846153,False,True,False,False,1,0.6469126,1
0,0,0,1,43,1,1,25.1,1070.15,False,True,False,True,False,True,False,True,False,False,False,False,False,False,24.887209302325584,False,False,True,False,0,0.18178338,0
0,0,0,0,3,1,1,89.45,240.45,True,False,False,False,False,True,False,False,False,False,False,False,True,True,80.14999999999999,False,False,False,False,1,0.8010509,1
1,1,0,0,54,1,1,90.05,4931.8,True,False,False,False,False,True,False,True,False,True,False,False,False,True,91.32962962962964,False,False,False,True,0,0.54097867,2
1,0,0,1,1,0,0,24.2,24.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,24.2,False,False,False,False,0,0.5900869,3
1,0,1,1,69,1,1,20.55,1403.1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,20.33478260869565,False,False,False,True,0,0.09799234,0
1,0,0,0,62,1,0,23.4,1429.65,False,True,False,True,False,False,False,True,False,False,False,False,False,False,23.058870967741935,False,False,False,True,0,0.09792698,0
0,0,0,0,2,1,1,90.4,168.2,True,False,False,False,False,True,False,False,False,False,False,False,True,True,84.1,False,False,False,False,1,0.8019498,1
0,1,1,1,62,1,1,96.1,6019.35,True,False,False,False,True,False,False,True,False,True,True,False,False,True,97.08629032258065,False,False,False,True,0,0.25891802,2
1,1,0,0,2,1,0,44.95,85.15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,42.575,False,False,False,False,1,0.59898615,3
1,0,1,1,69,1,0,19.9,1356.7,False,True,False,True,False,False,False,False,False,False,False,False,False,False,19.66231884057971,False,False,False,True,0,0.08161767,0
0,0,0,0,1,1,1,74.5,74.5,True,False,False,False,False,True,False,True,False,False,False,False,False,False,74.5,False,False,False,False,1,0.8511204,1
1,0,0,0,31,1,1,55.25,1715.65,False,False,False,False,False,True,False,False,False,False,True,True,False,False,55.343548387096774,False,False,True,False,1,0.24649528,1
1,1,0,0,69,1,0,20.3,1356.3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,19.656521739130433,False,False,False,True,0,0.10824489,0
1,0,1,0,2,1,1,91.45,171.45,True,False,False,False,False,True,False,True,False,False,True,False,True,False,85.725,False,False,False,False,0,0.8183082,1
0,0,0,0,33,1,1,70.4,2406.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,72.9121212121212,False,False,True,False,0,0.4491935,1
0,0,1,0,3,1,1,19.6,55.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,18.416666666666668,False,False,False,False,0,0.28779447,3
1,0,0,0,44,1,0,65.4,2774.55,False,False,True,False,False,True,False,False,True,False,False,True,True,False,63.05795454545455,False,False,True,False,0,0.28221527,0
1,0,0,0,10,1,1,110.1,1043.3,True,False,False,False,False,True,False,False,True,True,True,True,True,True,104.33,True,False,False,False,1,0.70965606,1
0,0,0,0,8,1,1,75.25,576.7,True,False,False,False,False,True,False,True,False,False,False,False,False,False,72.0875,True,False,False,False,0,0.81503993,1
1,0,0,0,8,1,1,66.65,520.95,False,False,False,False,False,True,False,False,False,True,False,True,True,False,65.11875,True,False,False,False,0,0.51700604,1
0,0,1,1,69,1,1,20.35,1442.65,False,True,True,False,True,False,False,False,False,False,False,False,False,False,20.907971014492755,False,False,False,True,0,0.09962901,0
0,0,0,0,23,1,0,75.6,1758.6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,76.4608695652174,False,True,False,False,1,0.47018188,1
1,0,0,0,66,1,0,25.1,1697.7,False,True,False,True,False,False,True,True,False,False,False,False,False,False,25.722727272727273,False,False,False,True,0,0.0990895,0
0,0,1,1,1,1,1,102.45,102.45,True,False,False,False,False,True,False,True,True,False,True,False,True,True,102.45,False,False,False,False,1,0.79071397,1
0,0,0,0,3,1,0,19.95,58.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,19.333333333333332,False,False,False,False,0,0.3402015,3
0,0,0,1,5,1,1,51.0,286.8,False,False,False,False,False,False,True,False,False,False,False,True,False,False,57.36,False,False,False,False,0,0.4175945,3
0,0,0,1,1,1,0,51.2,51.2,False,False,False,False,False,False,True,False,True,False,False,False,False,False,51.2,False,False,False,False,0,0.63601494,3
0,0,0,0,9,1,1,77.65,714.15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,79.35,True,False,False,False,1,0.63100016,1
1,0,1,1,36,1,1,63.7,2188.5,False,False,True,False,True,False,False,False,True,False,True,False,False,True,60.791666666666664,False,False,True,False,0,0.16030037,1
1,0,1,1,68,1,1,85.5,5696.6,True,False,True,False,False,False,False,True,True,True,False,False,False,False,83.77352941176471,False,False,False,True,0,0.14980523,2
0,0,1,1,35,0,0,40.9,1383.6,False,False,True,False,False,False,True,False,False,False,False,True,True,False,39.53142857142857,False,False,True,False,0,0.16458988,0
1,0,1,1,60,1,0,20.55,1205.05,False,True,False,True,False,False,True,False,False,False,False,False,False,False,20.084166666666665,False,False,False,True,0,0.082831584,0
0,0,1,1,72,1,0,74.55,5430.65,False,False,False,True,False,False,True,True,True,True,False,True,True,False,75.42569444444445,False,False,False,True,0,0.08690504,2
1,0,0,0,45,1,1,20.4,930.45,False,True,True,False,False,True,False,False,False,False,False,False,False,False,20.67666666666667,False,False,True,False,1,0.22268373,0
1,0,1,1,37,1,0,91.2,3247.55,True,False,True,False,True,False,False,False,False,False,False,False,True,True,87.77162162162162,False,False,True,False,0,0.36672187,1
0,0,1,1,7,1,0,50.7,350.35,False,False,False,False,False,False,True,False,True,False,False,False,False,False,50.050000000000004,True,False,False,False,0,0.28614917,3
0,0,0,0,4,1,0,50.7,151.3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,37.825,False,False,False,False,1,0.5073815,3
0,0,0,0,1,1,1,54.9,54.9,False,False,False,False,False,True,False,False,True,True,False,False,False,False,54.9,False,False,False,False,1,0.7202018,3
0,0,0,0,4,1,1,60.4,272.15,False,False,False,False,False,False,True,False,True,True,False,True,False,False,68.0375,False,False,False,False,1,0.3954406,1
1,0,1,0,18,1,1,49.55,878.35,False,False,False,False,False,False,True,False,False,False,True,False,False,False,48.797222222222224,False,True,False,False,1,0.2239832,3
0,0,0,0,12,1,0,74.05,872.65,False,False,True,False,False,False,True,True,False,False,False,True,True,True,72.72083333333333,True,False,False,False,1,0.42658755,1
0,0,1,1,1,1,1,80.05,80.05,True,False,False,False,False,False,True,False,False,False,False,False,True,False,80.05,False,False,False,False,1,0.75053805,1
1,0,1,1,72,1,0,25.0,1738.9,False,True,False,True,False,False,False,True,False,False,False,False,False,False,24.15138888888889,False,False,False,True,0,0.081166305,0
1,0,1,0,42,1,0,20.25,835.5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,19.892857142857142,False,False,True,False,0,0.21198094,0
1,1,0,0,24,1,1,76.1,1712.7,True,False,False,False,False,True,False,True,False,False,False,False,False,False,71.3625,False,True,False,False,1,0.71378773,1
1,0,1,1,26,1,0,78.95,2034.25,True,False,True,False,False,False,False,False,False,False,False,False,False,True,78.24038461538461,False,False,True,False,0,0.3562182,1
0,0,1,1,68,1,1,73.0,5163.0,False,False,True,False,True,False,False,True,True,True,True,False,True,False,75.92647058823529,False,False,False,True,0,0.11920765,2
0,0,0,0,17,1,0,19.9,323.15,False,True,True,False,False,False,False,False,False,False,False,False,False,False,19.008823529411764,False,True,False,False,0,0.15307614,3
1,0,1,1,59,1,1,111.1,6555.2,True,False,False,True,False,False,True,True,True,True,False,True,True,True,111.10508474576271,False,False,False,True,0,0.20476256,2
1,0,1,1,13,1,1,74.4,896.75,True,False,False,False,True,False,False,True,False,False,False,False,False,False,68.98076923076923,False,True,False,False,1,0.43200132,1
0,0,0,0,2,1,1,20.45,42.45,False,True,False,False,False,False,True,False,False,False,False,False,False,False,21.225,False,False,False,False,0,0.40163139,3
0,0,1,0,67,1,0,19.65,1335.2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,19.928358208955224,False,False,False,True,0,0.090801105,0
0,0,0,0,17,1,0,20.05,337.9,False,True,True,False,True,False,False,False,False,False,False,False,False,False,19.876470588235293,False,True,False,False,0,0.16554166,3
1,0,1,0,71,1,1,80.1,5585.4,False,False,False,True,False,False,True,True,True,True,True,True,False,True,78.66760563380281,False,False,False,True,0,0.093719184,2
0,0,1,1,17,1,0,98.6,1704.95,True,False,True,False,False,False,False,False,False,False,True,True,True,True,100.29117647058824,False,True,False,False,1,0.445328,1
1,0,0,0,1,1,1,89.55,89.55,True,False,False,False,False,True,False,False,False,False,False,False,True,True,89.55,False,False,False,False,1,0.8304453,1
0,0,1,1,6,1,0,19.7,94.45,False,True,True,False,False,False,True,False,False,False,False,False,False,False,15.741666666666667,False,False,False,False,0,0.15752673,3
1,0,1,0,61,1,1,114.1,7132.15,True,False,False,False,False,True,False,True,False,True,True,True,True,True,116.92049180327868,False,False,False,True,0,0.55202353,2
0,0,0,0,6,1,1,73.85,401.3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,66.88333333333334,False,False,False,False,0,0.7340431,1
0,1,0,0,1,0,0,25.05,25.05,False,False,False,False,False,False,True,False,False,False,False,False,False,False,25.05,False,False,False,False,1,0.68609035,3
0,0,1,1,21,1,1,102.8,2110.15,True,False,False,False,False,True,False,False,False,True,True,True,True,True,100.48333333333333,False,True,False,False,1,0.5739081,1
0,0,1,0,60,1,1,110.8,6640.7,True,False,False,True,True,False,False,True,False,True,True,True,True,True,110.67833333333333,False,False,False,True,0,0.2940449,2
0,1,0,0,20,1,1,85.8,1727.5,True,False,False,False,True,False,False,True,False,False,False,False,False,True,86.375,False,True,False,False,1,0.60919374,1
1,0,1,0,22,1,0,95.9,2234.95,True,False,False,False,True,False,False,True,True,False,False,True,True,False,101.58863636363635,False,True,False,False,0,0.429968,1
0,0,0,0,40,1,1,20.6,827.3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,20.682499999999997,False,False,True,False,0,0.114640966,0
1,0,0,0,23,1,1,74.95,1710.45,True,False,False,False,False,True,False,True,False,False,False,False,False,False,74.36739130434783,False,True,False,False,1,0.72466445,1
0,0,0,1,1,1,0,45.95,45.95,False,False,False,False,False,False,True,False,False,False,False,False,False,False,45.95,False,False,False,False,1,0.6380787,3
1,0,0,0,46,0,0,38.25,1755.35,False,False,False,True,False,False,True,False,True,False,True,True,False,False,38.15978260869565,False,False,True,False,0,0.15151402,0
0,0,1,1,5,1,0,69.95,320.4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,64.08,False,False,False,False,0,0.6626715,1
1,1,0,0,68,1,1,20.0,1396.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,20.529411764705884,False,False,False,True,0,0.10606786,0
0,1,0,0,1,0,1,25.2,25.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,25.2,False,False,False,False,1,0.76966625,3
0,0,1,0,2,1,0,20.1,43.15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,21.575,False,False,False,False,0,0.37017474,3
0,1,0,0,14,1,1,104.85,1531.4,True,False,False,False,False,True,False,True,False,True,True,False,True,True,109.38571428571429,False,True,False,False,1,0.7965413,1
1,0,0,0,10,1,1,70.0,740.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,74.0,True,False,False,False,1,0.6747071,1
1,0,0,1,13,1,1,78.3,1033.95,True,False,False,False,True,False,False,False,False,False,False,False,True,False,79.53461538461539,False,True,False,False,0,0.45486847,1
0,0,0,0,34,1,1,109.8,3587.25,True,False,False,False,False,False,True,True,True,True,True,False,True,True,105.50735294117646,False,False,True,False,1,0.52548355,2
1,0,1,1,18,1,0,57.45,990.85,False,False,False,False,False,True,False,False,False,False,True,False,False,True,55.047222222222224,False,True,False,False,1,0.33011833,1
1,0,1,1,71,1,0,19.7,1301.1,False,True,False,True,True,False,False,False,False,False,False,False,False,False,18.325352112676054,False,False,False,True,0,0.08695235,0
0,0,1,0,70,1,1,110.5,7752.05,True,False,False,True,False,True,False,True,False,True,True,True,True,True,110.74357142857143,False,False,False,True,0,0.5100806,2
0,0,1,0,52,1,1,64.3,3410.6,False,False,True,False,False,False,True,False,True,False,True,False,True,False,65.58846153846153,False,False,False,True,0,0.12136091,0
1,0,1,1,68,1,1,105.25,7173.15,True,False,False,True,False,False,False,False,True,True,True,False,True,True,105.4875,False,False,False,True,0,0.16332054,2
1,0,1,1,38,1,0,19.6,717.3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,18.876315789473683,False,False,True,False,0,0.16160563,0
0,0,1,1,58,1,1,24.5,1497.9,False,True,True,False,True,False,False,True,False,False,False,False,False,False,25.82586206896552,False,False,False,True,0,0.10521503,0
1,0,0,0,3,1,0,90.7,237.65,True,False,False,False,False,False,True,False,False,False,False,False,True,True,79.21666666666667,False,False,False,False,0,0.6528806,1
1,0,1,0,14,1,0,48.8,664.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,47.457142857142856,False,True,False,False,0,0.23427385,3
1,0,0,0,2,0,1,24.9,49.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,24.85,False,False,False,False,0,0.5797123,3
0,0,1,0,1,0,1,24.8,24.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,24.8,False,False,False,False,1,0.7004918,3
0,1,0,0,72,1,1,107.4,7748.75,True,False,False,True,False,False,False,True,True,True,True,True,False,True,107.62152777777777,False,False,False,True,0,0.17506248,2
1,0,0,0,3,1,1,43.3,123.65,False,False,False,False,False,True,False,False,False,False,False,False,False,False,41.21666666666667,False,False,False,False,1,0.66430634,3
0,0,0,0,13,1,1,80.0,1029.35,True,False,False,False,True,False,False,True,True,False,False,False,False,False,79.18076923076923,False,True,False,False,0,0.609471,1
1,1,1,1,72,1,1,104.1,7447.7,True,False,False,True,True,False,False,False,True,False,True,True,True,True,103.44027777777778,False,False,False,True,0,0.114531554,2
1,0,1,0,58,1,0,20.75,1185.95,False,True,False,True,False,False,True,False,False,False,False,False,False,False,20.44741379310345,False,False,False,True,0,0.09258163,0
1,1,1,0,71,1,1,95.5,6707.15,True,False,False,True,True,False,False,False,False,True,True,True,False,True,94.4669014084507,False,False,False,True,0,0.14851314,2
0,0,0,0,1,1,0,76.35,76.35,True,False,False,False,False,True,False,False,False,False,True,False,False,False,76.35,False,False,False,False,1,0.83647084,1
0,0,1,1,54,1,0,91.3,4965.0,False,False,False,True,True,False,False,True,True,True,True,True,True,True,91.94444444444444,False,False,False,True,0,0.106511675,2
1,0,0,1,39,0,0,45.05,1790.6,False,False,True,False,False,False,False,False,True,False,False,True,True,False,45.91282051282051,False,False,True,False,0,0.1617134,0
0,0,0,0,1,1,1,70.6,70.6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,70.6,False,False,False,False,1,0.8372319,1
1,0,1,0,61,1,1,80.8,4860.85,False,False,False,True,False,False,False,True,True,True,True,True,False,True,79.68606557377049,False,False,False,True,0,0.098843984,2
0,0,1,1,25,1,1,89.15,2257.75,True,False,False,False,False,False,False,False,False,True,True,False,True,False,90.31,False,False,True,False,1,0.38766977,1
0,0,0,0,37,1,0,91.2,3382.3,True,False,False,False,False,False,False,True,True,True,True,False,False,False,91.41351351351352,False,False,True,False,0,0.38948008,2
0,1,0,0,26,1,1,91.25,2351.8,True,False,False,False,False,True,False,False,False,False,False,False,True,True,90.45384615384616,False,False,True,False,1,0.65387356,1
1,0,0,0,10,1,0,19.75,208.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,20.825,True,False,False,False,0,0.2148963,3
0,0,0,0,1,1,0,20.4,20.4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,20.4,False,False,False,False,1,0.613284,3
0,1,1,0,24,0,1,40.65,933.3,False,False,False,False,True,False,False,False,False,False,True,False,False,True,38.887499999999996,False,True,False,False,1,0.34969214,3
1,1,0,0,65,1,1,110.35,7246.15,True,False,False,True,False,True,False,True,True,False,True,True,True,True,111.47923076923077,False,False,False,True,0,0.51754254,2
1,0,0,0,23,1,1,64.9,1509.8,False,False,True,False,False,False,False,False,False,False,False,False,True,True,65.64347826086956,False,True,False,False,0,0.23943907,1
1,0,0,0,49,1,1,66.15,3199.0,False,False,False,True,False,False,False,True,False,False,False,True,True,False,65.28571428571429,False,False,False,True,0,0.112397805,0
0,1,0,0,42,1,0,55.65,2421.75,False,False,False,False,False,True,False,True,False,False,True,False,False,False,57.660714285714285,False,False,True,False,0,0.3057124,0
0,0,0,0,8,1,0,20.85,161.65,False,True,False,True,False,False,True,False,False,False,False,False,False,False,20.20625,True,False,False,False,0,0.16283906,3
0,0,0,0,28,1,0,54.65,1517.5,False,False,False,False,False,False,False,False,False,True,False,True,False,False,54.19642857142857,False,False,True,False,0,0.20164594,1
1,0,0,0,71,1,0,80.6,5708.2,False,False,False,True,False,False,False,True,True,True,True,True,False,True,80.39718309859154,False,False,False,True,0,0.10529173,2
1,0,1,1,69,1,1,99.45,7007.6,True,False,False,False,True,False,False,True,False,False,True,False,True,True,101.55942028985508,False,False,False,True,1,0.3147523,2
1,0,1,1,68,1,1,114.7,7849.85,True,False,False,True,False,False,False,True,True,True,True,True,True,True,115.43897058823529,False,False,False,True,0,0.21559535,2
0,0,1,0,64,1,1,105.4,6794.75,True,False,False,True,False,False,False,True,False,True,False,True,True,True,106.16796875,False,False,False,True,0,0.33273077,2
0,1,0,0,3,1,0,75.05,202.9,True,False,False,False,False,False,True,False,False,False,True,False,False,False,67.63333333333334,False,False,False,False,0,0.6867318,1
0,0,1,1,66,1,1,49.4,3251.85,False,False,True,False,True,False,False,False,False,False,False,True,False,False,49.27045454545454,False,False,False,True,0,0.10407475,0
1,0,0,0,28,1,0,18.25,534.7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,19.09642857142857,False,False,True,False,0,0.13615754,3
1,0,1,0,67,1,1,111.05,7321.05,True,False,False,True,False,True,False,False,True,True,True,True,True,True,109.26940298507463,False,False,False,True,0,0.42109635,2
1,0,1,0,46,1,0,19.6,851.2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,18.504347826086956,False,False,True,False,0,0.23574042,0
1,0,1,0,55,1,1,96.75,5238.9,True,False,False,False,False,True,False,True,True,True,False,False,True,False,95.25272727272727,False,False,False,True,1,0.6270798,2
1,0,0,0,22,1,1,69.7,1490.4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,67.74545454545455,False,True,False,False,0,0.39626402,1
1,0,1,1,18,1,1,87.9,1500.5,True,False,False,False,False,False,True,False,True,False,True,False,True,False,83.36111111111111,False,True,False,False,0,0.36663038,1
1,0,1,0,46,0,0,40.4,1842.7,False,False,False,True,True,False,False,False,True,False,True,True,False,False,40.05869565217392,False,False,True,False,0,0.14822677,0
0,0,1,0,10,1,1,78.15,765.15,True,False,False,False,True,False,False,True,True,False,False,False,False,False,76.515,True,False,False,False,0,0.6377598,1
1,0,1,0,72,1,1,99.4,7285.7,True,False,False,True,False,True,False,True,False,True,False,False,True,True,101.19027777777778,False,False,False,True,0,0.31633705,2
1,0,0,0,16,1,0,55.3,875.35,False,False,False,False,False,True,False,True,False,True,False,False,False,False,54.709375,False,True,False,False,0,0.57886434,3
1,1,0,0,3,1,1,77.0,237.75,True,False,False,False,False,True,False,True,False,False,False,False,False,False,79.25,False,False,False,False,1,0.8059421,1
1,0,1,1,21,0,1,26.05,565.75,False,False,False,False,False,True,False,False,False,False,False,False,False,False,26.94047619047619,False,True,False,False,0,0.3682947,3
1,0,0,0,5,1,0,78.75,426.35,True,False,False,False,False,False,True,False,False,False,False,False,False,True,85.27000000000001,False,False,False,False,0,0.6296967,1
0,0,0,0,1,0,0,29.95,29.95,False,False,False,False,False,False,False,False,False,True,False,False,False,False,29.95,False,False,False,False,1,0.64622074,3
0,0,0,0,1,1,1,45.4,45.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,45.4,False,False,False,False,1,0.6823018,3
1,1,1,0,36,1,1,85.25,3132.75,True,False,False,False,True,False,False,True,False,False,False,False,False,True,87.02083333333333,False,False,True,False,1,0.46864632,1
1,0,1,0,64,1,1,104.05,6605.55,True,False,False,True,True,False,False,False,True,True,False,True,True,True,103.21171875,False,False,False,True,0,0.21002676,2
1,1,1,0,30,1,0,74.85,2181.75,False,False,False,True,False,True,False,True,False,False,True,False,True,True,72.725,False,False,True,False,0,0.28660834,1
0,0,1,1,72,1,0,19.55,1463.45,False,True,False,True,False,False,False,False,False,False,False,False,False,False,20.325694444444444,False,False,False,True,0,0.08600173,0
1,0,1,1,46,1,1,20.1,936.85,False,True,False,True,False,False,True,False,False,False,False,False,False,False,20.366304347826087,False,False,True,False,0,0.09271104,0
0,0,1,0,45,1,1,95.2,4285.8,True,False,False,True,True,False,False,False,False,False,False,True,True,True,95.24000000000001,False,False,True,False,0,0.25763875,2
0,0,0,0,2,1,0,20.65,38.7,False,True,False,False,False,False,True,False,False,False,False,False,False,False,19.35,False,False,False,False,1,0.3672754,3
0,0,0,0,34,1,0,55.0,1885.15,False,False,True,False,False,False,True,False,True,True,False,False,False,False,55.44558823529412,False,False,True,False,0,0.15547484,0
0,0,1,0,54,1,0,106.55,5763.3,True,False,True,False,False,False,False,True,True,True,False,False,True,True,106.72777777777777,False,False,False,True,1,0.426576,2
1,0,0,0,21,1,1,19.95,416.4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,19.82857142857143,False,True,False,False,0,0.19705291,3
1,0,1,0,65,1,0,76.15,4929.55,False,False,False,True,False,False,False,True,True,False,True,True,False,True,75.83923076923077,False,False,False,True,0,0.09934693,2
0,0,1,0,20,1,1,69.8,1540.35,True,False,False,False,False,False,False,False,False,False,False,False,False,False,77.0175,False,True,False,False,0,0.44289118,1
1,0,0,0,1,1,1,79.5,79.5,True,False,False,False,False,True,False,False,False,False,False,False,True,False,79.5,False,False,False,False,1,0.83440906,1
1,0,1,1,42,1,1,69.4,3058.3,False,False,False,False,False,False,False,True,True,True,False,False,True,False,72.81666666666668,False,False,True,False,0,0.17157811,1
1,0,0,0,1,1,0,19.4,19.4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,19.4,False,False,False,False,1,0.49563885,3
0,0,1,0,20,1,1,96.55,1901.65,True,False,False,False,False,True,False,False,True,True,False,True,True,False,95.08250000000001,False,True,False,False,0,0.64968836,1
1,0,0,0,11,1,0,70.2,760.05,True,False,False,False,False,True,False,False,False,False,False,False,False,False,69.09545454545454,True,False,False,False,0,0.66028506,1
0,0,1,0,61,1,0,25.3,1554.9,False,True,False,True,False,False,False,True,False,False,False,False,False,False,25.49016393442623,False,False,False,True,0,0.08739493,0
